title,x,y,z,section,url
Sunken Chest - Possible Spawn Locations,2890.0,130.0,-997.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-2460.0,130.0,2047.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,693.0,130.0,-362.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1217.0,130.0,201.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1000.0,130.0,-751.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,562.0,130.0,2455.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,2729.0,130.0,-1098.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,613.0,130.0,498.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1967.0,130.0,980.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1500.0,130.0,-750.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,393.0,130.0,2435.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,2410.0,130.0,-1110.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,285.0,130.0,564.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-2444.0,130.0,266.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1547.0,130.0,-1080.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1.0,130.0,1632.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,2266.0,130.0,-721.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,283.0,130.0,-159.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-2444.0,130.0,-37.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-1618.0,130.0,-1560.0,Possible Spawn Locations,
Sunken Chest - Possible Spawn Locations,-190.0,130.0,2450.0,Possible Spawn Locations,
Sunken Chest - Coordinates,936.0,130.0,-159.0,Coordinates,
Sunken Chest - Coordinates,-1179.0,130.0,565.0,Coordinates,
Sunken Chest - Coordinates,-852.0,130.0,-1560.0,Coordinates,
Sunken Chest - Coordinates,798.0,130.0,1667.0,Coordinates,
Sunken Chest - Coordinates,2890.0,130.0,-997.0,Coordinates,
Sunken Chest - Coordinates,-2460.0,130.0,2047.0,Coordinates,
Sunken Chest - Coordinates,693.0,130.0,-362.0,Coordinates,
Sunken Chest - Coordinates,-1217.0,130.0,201.0,Coordinates,
Sunken Chest - Coordinates,-1000.0,130.0,-751.0,Coordinates,
Sunken Chest - Coordinates,562.0,130.0,2455.0,Coordinates,
Sunken Chest - Coordinates,2729.0,130.0,-1098.0,Coordinates,
Sunken Chest - Coordinates,613.0,130.0,498.0,Coordinates,
Sunken Chest - Coordinates,-1967.0,130.0,980.0,Coordinates,
Sunken Chest - Coordinates,-1500.0,130.0,-750.0,Coordinates,
Sunken Chest - Coordinates,393.0,130.0,2435.0,Coordinates,
Sunken Chest - Coordinates,2410.0,130.0,-1110.0,Coordinates,
Sunken Chest - Coordinates,285.0,130.0,564.0,Coordinates,
Sunken Chest - Coordinates,-2444.0,130.0,266.0,Coordinates,
Sunken Chest - Coordinates,-1547.0,130.0,-1080.0,Coordinates,
Sunken Chest - Coordinates,-1.0,130.0,1632.0,Coordinates,
Sunken Chest - Coordinates,2266.0,130.0,-721.0,Coordinates,
Sunken Chest - Coordinates,283.0,130.0,-159.0,Coordinates,
Sunken Chest - Coordinates,-2444.0,130.0,-37.0,Coordinates,
Sunken Chest - Coordinates,-1618.0,130.0,-1560.0,Coordinates,
Sunken Chest - Coordinates,-190.0,130.0,2450.0,Coordinates,
Treasure Hunting - Treasure Hunting,-2825.0,215.0,1515.0,Treasure Hunting,
Treasure Hunting - Overview,-2825.0,215.0,1515.0,Overview,
AFK Rewards - AFK Rewards,232.0,139.0,38.0,AFK Rewards,
AFK Rewards - Access,232.0,139.0,38.0,Access,
